country,latitude,longitude,name,room_types,booked,rating,nights,review,traveler_type,reviewed,review_title
 Spain,40.4637,-3.7492,Daniel,Junior Suite with King Bed ,2023-09,10.0,3,"Todo. El personal es súper atento, amable y siempre tienen una sonrisa . Las habitaciones son espaciosas, cómodas y muy limpias .",Couple,2023-09-25,Exceptional
 Germany,51.1657,10.4515,Leonie,Junior Suite with King Bed ,2023-09,10.0,4,"Super Service, tolles Anwesen und sehr gutes Essen. Das Zimmer war wirklich top und genau so wie dargestellt, wenn nicht sogar noch besser. der Chef war extrem nett und hat uns beschenkt!",Couple,2023-09-24,"Seguid así, gran establecimiento. Para repetir!"
 Spain,40.4637,-3.7492,Vikesh,Junior Suite with King Bed ,2023-08,10.0,3,"Todo. Excepcional desde el primer día al último, está todo super limpio y el personal es super atento. Merece mucho la pena, estabamos dudando entre otros resorts más caros y este y el Seashell la verdad que la relación calidad precio es excepcional. Toda la decoración esta elegida con mucho detalle y el equipamiento de primera calidad (el. Aire acondicionado). Además está cerca de restaurantes y la playa por si se quiere salir del complejo. Las piscinas super limpias. Un 10 en toda regla",Couple,2023-08-10,Exceptional
 Israel,31.0461,34.8516,Ldad,Three-Bedroom Villa ,2023-07,10.0,2,"מתחם וילות בקנדולים, המיקום נהדר, המקום נקי ללא רבב, הוילה מרווחת מאוד, השירות מעולה. בריכות השחיה נקיות ביותר ושירות החדרים מעולה. 
מקום נפלא ומומלץ ביותר.",Family,2023-07-16,impeccable
 Belgium,50.5039,4.4699,Bruno,Junior Suite with King Bed ,2023-05,10.0,4,"mérite largement les 5 étoiles, pour le confort des chambres, services irréprochables, direction à l’écoute, sont bon emplacement.",Couple,2023-05-25,Exceptional
 Austria,47.5162,14.5501,Laurenz,Junior Suite with Twin Bed ,2023-05,10.0,5,"Einfach spitze, vielen lieben Dank für diese tolle Zeit! 

Essen, Service, Sauberkeit und die Gastfreundschaft ein Traum hier!",Group,2023-05-09,wir hatten wunderschöne Tage im Hotel verbraucht
 Germany,51.1657,10.4515,Vitaly,Junior Suite with King Bed ,2023-04,10.0,5,"wir haben uns im Hotel super wohl gefühlt. sehr großes Zimmer mit zwei Fernseher und einer Balkon. Das Zimmer ist sehr sauber gewesen. 
Reichhaltiges Frühstücksbüfett lies kaum Wünsche offen. Abends haben wir auch paar mal im Hotelrestaurant gegessen. Die Kochkünste des Koches sind unglaublich gut.
Sehr freundliches und hilfsbereites Personal",Couple,2023-04-23,Superb
 Norway,60.472,8.4689,Britt,Junior Suite with King Bed ,2023-03,9.0,2,Jeg likte beliggenheten - det var rolig og avslappet samtidig som det er kort avstand til stranden. Rommet var fantastisk!,Solo traveller,2023-04-17,"Lekkert, hyggelig, behagelig og et godt 5 stjerners hotell."
 Norway,60.472,8.4689,Mette,Junior Suite with Twin Bed ,2023-04,10.0,7,"Fantastisk hotell. Lekre store rom, veldig hyggelig personale som er proffe på service. veldig god mat. helt topp 5 stjerners hotell",Family,2023-04-16,Остались очень довольны проживанием в отеле. Еда и сервис на уровне!
 Russia,61.524,105.3188,Aneta,Junior Suite with King Bed ,2023-03,10.0,5,"Очень внимательный и доброжелательный персонал. Благодарим Harekrishna и Manoj за качественный сервис. Выбор завтраков небольшой, но все довольно вкусно. Отель находится в 7 минутках от пляжа, вокруг много хороших кафешек. И в ресторане при отеле тоже отлично готовили. Возле бассейнов было суперкомфортно.",Couple,2023-03-30,Komfortowy wypoczynek po intensywnej podróży po Indiach
 Poland,51.9194,19.1451,Anna,Junior Suite with King Bed ,2023-03,10.0,4,"Personel, czystość, lokalizacja, cudowny widok na zachód słońca",Couple,2023-03-28,Exceptional
 United States,37.0902,-95.7129,Kristina,Junior Suite with Twin Bed ,2023-03,10.0,8,"Очень чисто! В коридорах вкусно пахнет, персонал работает просто замечательно. Редко оставляю отзывы, но этот отель очень приятно впечатлил. Еда тоже вкусная, пляж недалеко где можно арендовать лежаки. Вокруг много милых ресторанчиков и магазинчиков.",Couple,2023-03-26,Exceptional
 Belgium,50.5039,4.4699,Roman,Three-Bedroom Villa ,2023-03,10.0,14,"Всё отлично в этом отеле. Как дома. Отношение к гостям как к семье. 
Великолепная кухня. Повар лучший.
Любой каприз. Вкуснейший торт по приезде как welcome. Гости этого отеля , многие, останавливаются тут уже не в первый раз.
Ухоженная территория. Идеальное состояние всех зданий.",Family,2023-03-06,Viihdyimme erinomaisesti ja vierailusta jäi hyvä mieli. Suosittelen
 Finland,61.9241,25.7482,Robert,Junior Suite with King Bed ,2023-03,10.0,4,Hotelli oli erittäin siisti ja viihtyisä. Henkilökunta oli poikkeuksellisen ystävällistä. Jopa hotellin omistaja oli aamupalalla tervehtimissä vieraita. Sijainti erinomainen. Hyvä hinta-laatusuhde,Couple,2023-03-03,Wohlfühl Hotel in allen Belangen
 Germany,51.1657,10.4515,Ralf,Junior Suite with King Bed ,2023-01,10.0,5,"Einfach alles😀Großes Zimmer mit Balkon, drei Pools, Fitnessraum. Sehr gutes Frühstück. Strand fußläufig erreichbar. Super freundliches Personal inclusive der Chefs. Eine ganz klare 10😊",Couple,2023-01-25,Лучший отель в Кандолиме
 Russia,61.524,105.3188,Iurii,Junior Suite with King Bed ,2022-10,10.0,10,"Великолепный отель с очень внимательным персоналом и гостеприимным владельцем. Большой размер номера, идеальная чистота, 3 бассейна, очень приемлемые цены в ресторане. Так же нас угостили вкуснейшим тортом и бесплатным ужином.",Couple,2022-10-25,bra hotell men inte 5-stjärnigt
 Sweden,60.1282,18.6435,Axel,Junior Suite with King Bed ,2022-10,8.0,3,"fräscht och bra personal. hög servicenivå 
härlig pool",Couple,2022-10-23,FUN: prachtige locatie met super lekker eten en uitstekende service!
 Netherlands,52.1326,5.2913,Kuldip,Junior Suite with King Bed ,2022-07,9.0,4,"het ontbijt was erg goed net als de uitstekende bediening. de eigenaar kwam in de ochtend met de manager een rondje maken bij de etende klanten voor een social talk. zwembaden waren ook zeer geslaagd. de gym was klein maar wel uitgerust met de juiste apparaten: 2 loopbanden, een cross trainer en een multi gym en losse gewichten. de locatie was zeer groen en had een prachtige tuin.",Couple,2022-07-16,"Un séjour au calme et relaxant, dans de bonnes conditions."
 India,20.5937,78.9629,Farid,Junior Suite with King Bed ,2022-05,10.0,2,"J'ai beaucoup apprécié la gentillesse, la disponibilité du personnel, toujours à l'écoute. La chambre est spacieuse et bien équipée. L'hôtel est au calme malgré sa situation dans un quartier animé. Hôtel que je recommande vivement pour un séjour confortable et au calme. Tout le personnel est aux petits soins pour ses clients.",Solo traveller,2022-05-17,Superb
 Russia,61.524,105.3188,Sergei,Junior Suite with King Bed ,2022-01,9.0,10,"Хочу сказать спасибо . 
У нас , произошла ситуация , когда перед вылетом мы получили положительный тест на COVID . При этом у нас были не возвратные даты проживания в отеле .  Руководство отеля пошло нам на встречу и разрешили использовать забронированный  нами номер  , в удобное нам время .
Отель чистый . бассейн чистый . народу было мало , по этому всегда было свободно на бассейне . Три бассейна . расположение очень хорошее .  Вокруг много кафе и ресторанов .  До пляжа минут 5-10 пешком .  Отдельное спасибо хочу сказать шеф повару ресторана .  Очень качественное и вкусное питание , шеф старается учесть пожелания клиентов и умеет готовить очень вкусные блюда . Персонал отеля помогает в любых вопросах . тест covid 19 делают на месте в отеле по заказу .",Couple,2022-01-30,"Отель очень понравился, не хотелось покидать номер и территорию."
 India,20.5937,78.9629,Inessa,Junior Suite with King Bed ,2022-01,10.0,5,"Очень просторный номер в новом здании. Санузел удобный и тоже просторный. Все очень чисто и красиво. Балкон с видом на территорию. На территории 3 небольших бассейна. Все в зелени, очень ухоженное. Милый малюсенький тренажёрный зал. Отзывчивый персонал. Недалеко от моря по дороге между торговых лавок и ресторанчиков - сейчас туристов мало, поэтому суеты нет.",Solo traveller,2022-01-10,Exceptional
 Japan,36.2048,138.2529,Tomoko,Junior Suite with Twin Bed ,2022-01,10.0,2,タクシードライバーがホテルの場所を知らずに道に迷った。,Group,2022-01-07,Prima hotel 10 minuten van zee.
 Netherlands,52.1326,5.2913,Lex,Junior Suite with Twin Bed ,2023-12,8.0,6,Goed hotel op 10 minuten van het strand. Veel keuze in restaurants in de buurt (ook in het hotel). Redelijk zwembad. Vriendelijk personeel,Couple,2023-12-06,Stay in Seashell & be happy & recover
 Germany,51.1657,10.4515,Markus,Junior Suite with King Bed ,2023-03,9.0,8,"Tolles & zuvorkommendes Personal in allen Bereichen, großes & ruhiges Zimmer, zentrale Lage, nah zum Strand und den Geschäften & Gastronomie, sehr schöner & gepflegter Garten & Pool Bereich, frische Zubereitung von Eierspeisen zum Frühstück, unkomplizierter Check in & out, nette kleine Aufmerksamkeiten zum Abschied ( selbst gemachte Torte & Pralinen ), gutes WLAN, angenehme Atmospähre in der Anlage für einen entspannten Urlaub, wenn Candolim dann ist Seashell Suites sicher eine Top Wahl",Couple,2023-03-31,Good
 Japan,36.2048,138.2529,Kumiko,Junior Suite with King Bed ,2022-01,7.0,2,スタッフの皆さんがとても親切でした。,Group,2022-01-03,Superb
 India,20.5937,78.9629,Anil,Junior Suite with King Bed ,2024-05,9.0,3,There are no comments available for this review,Family,2024-06-04,Exceptional
 United Kingdom,55.3781,-3.436,Ria,Junior Suite with King Bed ,2024-04,10.0,5,There are no comments available for this review,Family,2024-05-29,Superb
 United Kingdom,55.3781,-3.436,Paul,Junior Suite with King Bed ,2024-02,9.0,6,There are no comments available for this review,Couple,2024-05-04,Exceptional
 United Kingdom,55.3781,-3.436,Debra,Junior Suite with King Bed ,2024-04,10.0,7,There are no comments available for this review,Couple,2024-04-29,Superb
 United Kingdom,55.3781,-3.436,Trishul,Junior Suite with Twin Bed ,2024-03,9.0,2,There are no comments available for this review,Family,2024-03-31,Exceptional
 United Kingdom,55.3781,-3.436,Sarah,Junior Suite with King Bed ,2024-03,10.0,6,There are no comments available for this review,Couple,2024-03-27,Exceptional
 United Kingdom,55.3781,-3.436,Ian,Junior Suite with King Bed ,2024-03,10.0,4,There are no comments available for this review,Couple,2024-03-19,Superb
 United Kingdom,55.3781,-3.436,Simon,Three-Bedroom Villa ,2024-03,9.0,5,There are no comments available for this review,Family,2024-03-17,Exceptional
 India,20.5937,78.9629,Srikanth,Three-Bedroom Villa ,2024-01,10.0,3,There are no comments available for this review,Family,2024-03-17,Superb
 India,20.5937,78.9629,Shefali,Junior Suite with Twin Bed ,2024-03,9.0,3,There are no comments available for this review,Family,2024-03-14,Exceptional
 India,20.5937,78.9629,Jaideep,Junior Suite with King Bed ,2024-02,10.0,3,There are no comments available for this review,Family,2024-02-27,Exceptional
 United Kingdom,55.3781,-3.436,Louisa,Junior Suite with King Bed ,2024-02,10.0,11,There are no comments available for this review,Couple,2024-02-25,Exceptional
 United Kingdom,55.3781,-3.436,Boyd,Junior Suite with King Bed ,2024-02,10.0,2,There are no comments available for this review,Couple,2024-02-15,Exceptional
 United Kingdom,55.3781,-3.436,Matthew,Three-Bedroom Villa ,2024-02,10.0,10,There are no comments available for this review,Family,2024-02-14,Exceptional
 United Kingdom,55.3781,-3.436,Madeline,Junior Suite with Twin Bed ,2024-01,10.0,7,There are no comments available for this review,Solo traveller,2024-02-13,Very good
 United Kingdom,55.3781,-3.436,Peter,Junior Suite with Twin Bed ,2024-02,8.0,14,There are no comments available for this review,Couple,2024-02-05,Superb
 United Kingdom,55.3781,-3.436,David,Junior Suite with King Bed ,2024-01,9.0,13,There are no comments available for this review,Couple,2024-01-26,Superb
 United Kingdom,55.3781,-3.436,Ujwal,Three-Bedroom Villa ,2023-12,9.0,3,There are no comments available for this review,Family,2024-01-22,Superb
 India,20.5937,78.9629,Prashant,Junior Suite with King Bed ,2023-12,9.0,2,There are no comments available for this review,Family,2024-01-18,Exceptional
 United Kingdom,55.3781,-3.436,Clara,Junior Suite with Twin Bed ,2024-01,10.0,3,There are no comments available for this review,Couple,2024-01-17,Very good
 United Kingdom,55.3781,-3.436,Darren,Junior Suite with King Bed ,2024-01,8.0,6,There are no comments available for this review,Couple,2024-01-15,Exceptional
 United Kingdom,55.3781,-3.436,Darren,Junior Suite with King Bed ,2023-12,10.0,7,There are no comments available for this review,Couple,2024-01-02,Exceptional
 Australia,-25.2744,133.7751,Aarti,Three-Bedroom Villa ,2023-12,10.0,4,There are no comments available for this review,Family,2023-12-27,Exceptional
 United Kingdom,55.3781,-3.436,Andrew,Junior Suite with King Bed ,2023-12,10.0,14,There are no comments available for this review,Couple,2023-12-24,Exceptional
 India,20.5937,78.9629,Chandrakanth,Junior Suite with King Bed ,2023-12,10.0,3,There are no comments available for this review,Family,2023-12-14,Superb
 India,20.5937,78.9629,Aditya,Three-Bedroom Villa ,2023-09,9.0,3,There are no comments available for this review,Group,2023-12-06,Exceptional
 India,20.5937,78.9629,Shruti,Junior Suite with King Bed ,2023-11,10.0,5,There are no comments available for this review,Couple,2023-12-02,Superb
 United Kingdom,55.3781,-3.436,Harish,Junior Suite with King Bed ,2023-11,9.0,7,There are no comments available for this review,Family,2023-12-02,Exceptional
 United Kingdom,55.3781,-3.436,Dipti,Junior Suite with Twin Bed ,2023-11,10.0,3,There are no comments available for this review,Family,2023-11-18,Exceptional
 Australia,-25.2744,133.7751,Fiona,Junior Suite with Twin Bed ,2023-10,10.0,3,There are no comments available for this review,Group,2023-11-16,Superb
 United Kingdom,55.3781,-3.436,Rachel,Junior Suite with King Bed ,2023-11,9.0,3,There are no comments available for this review,Couple,2023-11-15,Exceptional
 India,20.5937,78.9629,Arun,Junior Suite with Twin Bed ,2023-10,10.0,2,There are no comments available for this review,Group,2023-11-09,Exceptional
 United Kingdom,55.3781,-3.436,Tiexin,Junior Suite with King Bed ,2023-11,10.0,4,There are no comments available for this review,Couple,2023-11-05,Exceptional
 India,20.5937,78.9629,Sameer,Junior Suite with King Bed ,2023-11,10.0,4,There are no comments available for this review,Family,2023-11-03,Exceptional
 United Kingdom,55.3781,-3.436,Achin,Junior Suite with King Bed ,2023-09,10.0,5,There are no comments available for this review,Family,2023-10-19,Very good
 Australia,-25.2744,133.7751,Tanuj,Three-Bedroom Villa ,2023-10,8.0,3,There are no comments available for this review,Group,2023-10-16,Exceptional
 United Kingdom,55.3781,-3.436,Lucy,Junior Suite with Twin Bed ,2023-10,10.0,4,There are no comments available for this review,Family,2023-10-13,Exceptional
 India,20.5937,78.9629,Shwetabh,Junior Suite with King Bed ,2023-10,10.0,4,There are no comments available for this review,Couple,2023-10-02,Exceptional
 India,20.5937,78.9629,Sandeep,Junior Suite with Twin Bed ,2023-10,10.0,2,There are no comments available for this review,Group,2023-10-01,Exceptional
 India,20.5937,78.9629,Singh,Junior Suite with King Bed ,2023-09,10.0,2,There are no comments available for this review,Family,2023-10-01,Exceptional
 India,20.5937,78.9629,Vikram,Junior Suite with Twin Bed ,2023-09,10.0,3,There are no comments available for this review,Group,2023-09-29,Exceptional
 India,20.5937,78.9629,Megha,Junior Suite with King Bed ,2023-08,10.0,2,There are no comments available for this review,Group,2023-08-29,Exceptional
 India,20.5937,78.9629,Dennis,Two-Bedroom Villa with Garden View ,2023-08,10.0,3,There are no comments available for this review,Family,2023-08-27,Exceptional
 India,20.5937,78.9629,Diwakar,Three-Bedroom Villa ,2023-08,10.0,3,There are no comments available for this review,Family,2023-08-15,Superb
 India,20.5937,78.9629,Manvi,Junior Suite with King Bed ,2023-07,9.0,2,There are no comments available for this review,Couple,2023-08-12,Exceptional
 Australia,-25.2744,133.7751,Tucker,Three-Bedroom Villa ,2023-08,10.0,3,There are no comments available for this review,Group,2023-08-10,Exceptional
 United Arab Emirates,23.4241,53.8478,Abhishek,Two-Bedroom Villa with Garden View ,2023-07,10.0,3,There are no comments available for this review,Family,2023-07-23,Superb
 India,20.5937,78.9629,Sreekanth,Two-Bedroom Villa with Garden View ,2023-07,9.0,2,There are no comments available for this review,Family,2023-07-04,Exceptional
 India,20.5937,78.9629,Mohammed,Junior Suite with Twin Bed ,2023-05,10.0,2,There are no comments available for this review,Family,2023-06-25,Exceptional
 India,20.5937,78.9629,Prithvi,Junior Suite with Twin Bed ,2023-05,10.0,4,There are no comments available for this review,Family,2023-06-21,Superb
 India,20.5937,78.9629,Manish,Junior Suite with King Bed ,2023-06,9.0,3,There are no comments available for this review,Family,2023-06-12,Exceptional
 India,20.5937,78.9629,Maria,Junior Suite with King Bed ,2023-05,10.0,5,There are no comments available for this review,Family,2023-05-24,Superb
 India,20.5937,78.9629,Raghav,Junior Suite with King Bed ,2023-05,9.0,4,There are no comments available for this review,Couple,2023-05-22,Exceptional
 Ireland,53.1424,-7.6921,Rachael,Junior Suite with Twin Bed ,2023-04,10.0,3,There are no comments available for this review,Couple,2023-05-16,Exceptional
 Lithuania,55.1694,23.8813,Nerijus,Junior Suite with King Bed ,2023-05,10.0,6,There are no comments available for this review,Couple,2023-05-16,Exceptional
 India,20.5937,78.9629,Rasquinha,Junior Suite with King Bed ,2023-05,10.0,3,There are no comments available for this review,Family,2023-05-11,Exceptional
 India,20.5937,78.9629,Meenu,Two-Bedroom Villa with Garden View ,2023-04,10.0,2,There are no comments available for this review,Group,2023-04-27,Exceptional
 United Arab Emirates,23.4241,53.8478,Inna,Junior Suite with King Bed ,2023-04,10.0,6,There are no comments available for this review,Couple,2023-04-25,Exceptional
 India,20.5937,78.9629,Manu,Junior Suite with King Bed ,2023-04,10.0,2,There are no comments available for this review,Family,2023-04-16,Exceptional
 India,20.5937,78.9629,Niket,Junior Suite with King Bed ,2023-04,10.0,2,There are no comments available for this review,Couple,2023-04-12,Exceptional
 United Arab Emirates,23.4241,53.8478,Lauren,Junior Suite with Twin Bed ,2023-04,10.0,5,There are no comments available for this review,Group,2023-04-07,Exceptional
 United Kingdom,55.3781,-3.436,Helen,Junior Suite with King Bed ,2023-03,10.0,14,There are no comments available for this review,Couple,2023-03-26,Very good
 Canada,56.1304,-106.3468,Vivek,Three-Bedroom Villa ,2023-02,8.0,2,There are no comments available for this review,Family,2023-03-19,Very good
 India,20.5937,78.9629,Aggarwal,Junior Suite with Twin Bed ,2023-03,8.0,4,There are no comments available for this review,Group,2023-03-19,Superb
 United Kingdom,55.3781,-3.436,Stephen,Junior Suite with King Bed ,2023-02,9.0,7,There are no comments available for this review,Couple,2023-03-18,Exceptional
 India,20.5937,78.9629,Rajib,Two-Bedroom Villa with Garden View ,2023-03,10.0,5,There are no comments available for this review,Group,2023-03-07,It was excellent. Stuff was a great and very friendly. Super service
 Estonia,58.5953,25.0136,Aigi,Junior Suite with King Bed ,2023-02,10.0,11,There are no comments available for this review,Solo traveller,2023-03-04,Exceptional
 United Kingdom,55.3781,-3.436,Gordon,Junior Suite with King Bed ,2023-02,10.0,10,There are no comments available for this review,Couple,2023-02-27,Exceptional
 United Kingdom,55.3781,-3.436,Joe,Three-Bedroom Villa ,2023-02,10.0,3,There are no comments available for this review,Group,2023-02-21,Superb
 Thailand,15.87,100.9925,Amit,Junior Suite with King Bed ,2023-02,9.0,3,There are no comments available for this review,Family,2023-02-15,Exceptional
 United States,37.0902,-95.7129,Shaheer,Junior Suite with King Bed ,2023-02,10.0,3,There are no comments available for this review,Couple,2023-02-09,Exceptional
 Slovenia,46.1512,14.9955,Pia,Junior Suite with King Bed ,2022-11,10.0,4,There are no comments available for this review,Couple,2023-02-08,Exceptional
 India,20.5937,78.9629,Sanjeev,Junior Suite with King Bed ,2023-02,10.0,3,There are no comments available for this review,Family,2023-02-02,Exceptional
 India,20.5937,78.9629,Unmeesh,Junior Suite with King Bed ,2023-01,10.0,3,There are no comments available for this review,Group,2023-01-30,Exceptional
 United Kingdom,55.3781,-3.436,Afzalur,Junior Suite with King Bed ,2022-12,10.0,3,There are no comments available for this review,Couple,2023-01-30,Superb
 United Kingdom,55.3781,-3.436,David,Junior Suite with King Bed ,2023-01,9.0,11,There are no comments available for this review,Couple,2023-01-20,The staff are amazing.
 United Kingdom,55.3781,-3.436,Jacqui,Junior Suite with Twin Bed ,2023-01,9.0,2,There are no comments available for this review,Couple,2023-01-17,Exceptional
 Iraq,33.2232,43.6793,Ferhan,Junior Suite with King Bed ,2023-01,10.0,3,There are no comments available for this review,Couple,2023-01-16,Exceptional
 Switzerland,46.8182,8.2275,Anurag,Junior Suite with King Bed ,2022-12,10.0,3,There are no comments available for this review,Family,2023-01-09,Exceptional
 India,20.5937,78.9629,Gopinath,Junior Suite with Twin Bed ,2022-12,10.0,3,There are no comments available for this review,Couple,2023-01-04,Exceptional
 Spain,40.4637,-3.7492,Ketan,Junior Suite with King Bed ,2023-01,10.0,3,There are no comments available for this review,Couple,2023-01-04,Exceptional
 India,20.5937,78.9629,Ghoshal,Junior Suite with Twin Bed ,2022-12,10.0,6,There are no comments available for this review,Family,2023-01-03,Exceptional
 United Arab Emirates,23.4241,53.8478,Sriram,Junior Suite with King Bed ,2022-12,10.0,4,There are no comments available for this review,Family,2022-12-25,Exceptional
 Malaysia,4.2105,101.9758,Bibian,Junior Suite with King Bed ,2022-12,10.0,2,There are no comments available for this review,Family,2022-12-22,Exceptional
 United Kingdom,55.3781,-3.436,Pragyan,Junior Suite with King Bed ,2022-10,10.0,3,There are no comments available for this review,Family,2022-12-20,Exceptional
 United Arab Emirates,23.4241,53.8478,Sameer,Three-Bedroom Villa ,2022-12,10.0,3,There are no comments available for this review,Family,2022-12-20,A superb hotel with excellent facilities with staff who go above and beyond.
 United Kingdom,55.3781,-3.436,Harry,Junior Suite with Twin Bed ,2022-12,9.0,2,There are no comments available for this review,Group,2022-12-18,Exceptional
 Canada,56.1304,-106.3468,Harsimranjit,Junior Suite with King Bed ,2022-12,10.0,5,There are no comments available for this review,Couple,2022-12-14,Exceptional
 India,20.5937,78.9629,Sunil,Junior Suite with King Bed ,2022-12,10.0,2,There are no comments available for this review,Group,2022-12-11,Superb
 Australia,-25.2744,133.7751,Alistair,Junior Suite with King Bed ,2022-12,9.0,3,There are no comments available for this review,Family,2022-12-10,Exceptional
 United Kingdom,55.3781,-3.436,Nancy,Junior Suite with Twin Bed ,2022-12,10.0,14,There are no comments available for this review,Family,2022-12-04,Superb
 United Kingdom,55.3781,-3.436,Sarah,Junior Suite with King Bed ,2022-11,9.0,4,There are no comments available for this review,Group,2022-11-21,Exceptional
 United Kingdom,55.3781,-3.436,Gary,Junior Suite with Twin Bed ,2022-11,10.0,4,There are no comments available for this review,Group,2022-11-15,Exceptional
 India,20.5937,78.9629,Sandeep,Three-Bedroom Villa ,2022-11,10.0,3,There are no comments available for this review,Group,2022-11-13,Exceptional
 India,20.5937,78.9629,Pallavi,Junior Suite with King Bed ,2022-09,10.0,3,There are no comments available for this review,Group,2022-11-11,Exceptional
 India,20.5937,78.9629,Krishnakumar,Three-Bedroom Villa ,2022-10,10.0,3,There are no comments available for this review,Family,2022-10-30,Exceptional
 India,20.5937,78.9629,Saji,Three-Bedroom Villa ,2022-10,10.0,3,There are no comments available for this review,Group,2022-10-25,Exceptional
 India,20.5937,78.9629,Ridhambhai,Junior Suite with King Bed ,2022-10,10.0,4,There are no comments available for this review,Couple,2022-10-22,Exceptional
 India,20.5937,78.9629,Arun,Junior Suite with Twin Bed ,2022-09,10.0,4,There are no comments available for this review,Group,2022-10-20,Exceptional
 India,20.5937,78.9629,Kapil,Junior Suite with King Bed ,2022-10,10.0,3,There are no comments available for this review,Family,2022-10-17,Very good
 India,20.5937,78.9629,Darshan,Junior Suite with King Bed ,2022-09,8.0,3,There are no comments available for this review,Family,2022-10-07,Superb
 India,20.5937,78.9629,Amrita,Two-Bedroom Villa with Garden View ,2022-10,9.0,4,There are no comments available for this review,Family,2022-10-05,Exceptional
 India,20.5937,78.9629,Udhaykumar,Junior Suite with King Bed ,2022-10,10.0,4,There are no comments available for this review,Group,2022-10-05,Exceptional
 India,20.5937,78.9629,Sudarshan,Junior Suite with King Bed ,2022-10,10.0,4,There are no comments available for this review,Family,2022-10-03,Exceptional
 Israel,31.0461,34.8516,Janet,Two-Bedroom Villa with Garden View ,2022-09,10.0,2,There are no comments available for this review,Family,2022-10-02,Exceptional
 India,20.5937,78.9629,Sonal,Junior Suite with King Bed ,2022-09,10.0,4,There are no comments available for this review,Family,2022-09-27,Exceptional
 United Arab Emirates,23.4241,53.8478,Deepak,Junior Suite with King Bed ,2022-09,10.0,3,There are no comments available for this review,Group,2022-09-20,Exceptional
 India,20.5937,78.9629,Saugata,Junior Suite with King Bed ,2022-09,10.0,3,There are no comments available for this review,Family,2022-09-17,Superb
 India,20.5937,78.9629,Shashikar,Junior Suite with King Bed ,2022-07,9.0,4,There are no comments available for this review,Family,2022-09-14,Superb
 India,20.5937,78.9629,Raghu,Junior Suite with King Bed ,2022-09,9.0,2,There are no comments available for this review,Group,2022-09-13,Exceptional
 India,20.5937,78.9629,Snoozey,Junior Suite with King Bed ,2022-09,10.0,4,There are no comments available for this review,Family,2022-09-11,Superb
 India,20.5937,78.9629,Abhay,Junior Suite with King Bed ,2022-09,9.0,2,There are no comments available for this review,Couple,2022-09-08,Superb
 India,20.5937,78.9629,Raymond,Junior Suite with King Bed ,2022-09,9.0,3,There are no comments available for this review,Couple,2022-09-05,excellent  value for money .. one of the best in north goa
 India,20.5937,78.9629,Sandeep,Junior Suite with Twin Bed ,2022-08,10.0,2,There are no comments available for this review,Family,2022-08-28,Exceptional
 India,20.5937,78.9629,Murari,Junior Suite with Twin Bed ,2022-08,10.0,3,There are no comments available for this review,Family,2022-08-23,Exceptional
 India,20.5937,78.9629,Ketan,Junior Suite with King Bed ,2022-07,10.0,2,There are no comments available for this review,Family,2022-07-22,Superb
 India,20.5937,78.9629,Sidharth,Three-Bedroom Villa ,2022-07,9.0,2,There are no comments available for this review,Group,2022-07-11,Very good
 India,20.5937,78.9629,Saxena,Junior Suite with King Bed ,2022-07,8.0,5,There are no comments available for this review,Family,2022-07-08,Exceptional
 Malaysia,4.2105,101.9758,Manzoor,Junior Suite with King Bed ,2022-07,10.0,3,There are no comments available for this review,Family,2022-07-05,Superb
 India,20.5937,78.9629,Rajesh,Junior Suite with King Bed ,2022-05,9.0,2,There are no comments available for this review,Family,2022-07-04,Exceptional
 India,20.5937,78.9629,Vijyant,Junior Suite with King Bed ,2022-06,10.0,3,There are no comments available for this review,Family,2022-06-28,Exceptional
 India,20.5937,78.9629,Aby,Junior Suite with King Bed ,2022-06,10.0,3,There are no comments available for this review,Family,2022-06-20,Exceptional
 India,20.5937,78.9629,Vidya,Two-Bedroom Villa with Garden View ,2022-06,10.0,3,There are no comments available for this review,Family,2022-06-18,Exceptional
 India,20.5937,78.9629,Seema,Three-Bedroom Villa ,2022-05,10.0,3,There are no comments available for this review,Family,2022-06-05,Exceptional
 India,20.5937,78.9629,Shweta,Junior Suite with King Bed ,2022-05,10.0,3,There are no comments available for this review,Family,2022-05-30,Exceptional
 India,20.5937,78.9629,Shah,Junior Suite with King Bed ,2022-05,10.0,4,There are no comments available for this review,Family,2022-05-26,Exceptional
 India,20.5937,78.9629,Anaven,Junior Suite with Twin Bed ,2022-05,10.0,2,There are no comments available for this review,Family,2022-05-25,Superb
 India,20.5937,78.9629,Pradeep,Junior Suite with King Bed ,2022-05,9.0,3,There are no comments available for this review,Family,2022-05-22,Exceptional
 India,20.5937,78.9629,Vineet,Junior Suite with King Bed ,2022-05,10.0,3,There are no comments available for this review,Couple,2022-05-18,Superb
 Singapore,1.3521,103.8198,Gaziud,Three-Bedroom Villa ,2022-05,9.0,2,There are no comments available for this review,Group,2022-05-15,Superb
 India,20.5937,78.9629,Mandalia,Junior Suite with King Bed ,2022-05,9.0,2,There are no comments available for this review,Couple,2022-05-15,Exceptional
 India,20.5937,78.9629,Diksha,Junior Suite with King Bed ,2022-05,10.0,2,There are no comments available for this review,Family,2022-05-10,Superb
 Denmark,56.2639,9.5018,Antonios,Junior Suite with Twin Bed ,2022-04,9.0,4,There are no comments available for this review,Group,2022-05-03,Exceptional
