name,country,room_types,booked,rating,nights,like_review,traveler_type,reviewed,review_title,longitude,latiude
Sanket,India,Aguada Cottage Garden View - King Bed,2022-08-01,10,4,There are no comments available for this review,Family,2022-08-15,Superb,78.9629,20.5937
Raju,United Arab Emirates,Aguada Cottage Sea View - King Bed,2022-08-01,9,2,There are no comments available for this review,Family,2022-08-13,Exceptional,55.2962,23.4241
Roshita,India,Superior Room Garden View with Sitout - King Bed,2022-08-01,10,1,There are no comments available for this review,Group,2022-08-13,Exceptional,78.9629,20.5937
Rajneesh,India,Superior Room Garden View with Sitout - King Bed,2022-08-01,9,4,There are no comments available for this review,Group,2022-08-13,Exceptional,78.9629,20.5937
Pritam,India,Deluxe Room Sea View - Twin Bed,2022-08-01,10,1,There are no comments available for this review,Group,2022-08-10,Exceptional,78.9629,20.5937
Ravi,India,Deluxe Room Sea View - King Bed,2022-07-01,10,1,There are no comments available for this review,Family,2022-07-28,Superb,78.9629,20.5937
Sana,India,Superior Room Garden View with Sitout - King Bed,2022-07-01,10,3,There are no comments available for this review,Family,2022-07-28,Exceptional,78.9629,20.5937
Konsam,India,Aguada Cottage Garden View - King Bed,2022-07-01,10,4,There are no comments available for this review,Couple,2022-07-21,Superb,78.9629,20.5937
Sakshi,India,Superior Room Garden View with Sitout - King Bed,2022-07-01,9,2,There are no comments available for this review,Family,2022-07-13,Superb,78.9629,20.5937
Yogesh,India,Hermitage Bay View Villa - Two Bedrooms,2022-06-01,10,3,There are no comments available for this review,Family,2022-07-01,Superb,78.9629,20.5937
Arun,India,Aguada Cottage Garden View - King Bed,2022-05-01,9,3,There are no comments available for this review,Family,2022-06-27,Superb,78.9629,20.5937
Prathibha,India,Hermitage Bay View Villa - Two Bedrooms,2022-06-01,9,2,There are no comments available for this review,Family,2022-06-26,Exceptional,78.9629,20.5937
Arjun,India,Deluxe Room Sea View with Sitout - King Bed,2022-06-01,9,1,There are no comments available for this review,Family,2022-06-22,Superb,78.9629,20.5937
Rushkin,India,Superior Room Garden View with Sitout - King Bed,2022-04-01,9,2,There are no comments available for this review,Solo traveller,2022-06-19,Exceptional,78.9629,20.5937
Rohit,India,Deluxe Room Sea View - King Bed,2022-05-01,10,2,There are no comments available for this review,Family,2022-06-19,Superb,78.9629,20.5937
Naveen,India,Deluxe Room Sea View - King Bed,2022-05-01,9,6,There are no comments available for this review,Family,2022-06-17,Very good,78.9629,20.5937
Sandeep,United States,Deluxe Room Sea View - King Bed,2022-06-01,10,5,There are no comments available for this review,Family,2022-06-13,Exceptional,-95.7129,37.0902
Rishi,India,Aguada Cottage Garden View - King Bed,2022-05-01,9,1,There are no comments available for this review,Family,2022-06-13,Exceptional,78.9629,20.5937
Rounak,India,Aguada Cottage Garden View - King Bed,2022-06-01,8,1,There are no comments available for this review,Couple,2022-06-04,Superb,78.9629,20.5937
Rohan,India,Aguada Cottage Sea View - King Bed,2022-06-01,10,2,There are no comments available for this review,Family,2022-06-02,Exceptional,78.9629,20.5937
Roumit,India,Deluxe Room Sea View - King Bed,2022-05-01,10,2,There are no comments available for this review,Family,2022-05-28,Very good,78.9629,20.5937
Nain,India,Premium Suite Sea View with Terrace - King Bed,2022-05-01,9,4,There are no comments available for this review,Family,2022-05-27,Exceptional,78.9629,20.5937
Sunil,India,Aguada Cottage Garden View - King Bed,2022-05-01,10,5,There are no comments available for this review,Couple,2022-05-23,Exceptional,78.9629,20.5937
Sushanth,India,Aguada Cottage Sea View - King Bed,2022-04-01,8,3,There are no comments available for this review,Family,2022-05-21,Exceptional,78.9629,20.5937
Shashank,India,Aguada Cottage Garden View - King Bed,2022-04-01,10,3,There are no comments available for this review,Family,2022-05-20,Exceptional,78.9629,20.5937
Arjun,India,Deluxe Room Sea View - King Bed,2022-05-01,10,5,There are no comments available for this review,Family,2022-05-19,Very good,78.9629,20.5937
Praneeth,India,Deluxe Room Sea View - King Bed,2022-05-01,10,2,There are no comments available for this review,Couple,2022-05-19,Exceptional,78.9629,20.5937
Achal,India,Deluxe Room Sea View with Sitout - King Bed,2022-02-01,10,3,There are no comments available for this review,Couple,2022-05-17,Superb,78.9629,20.5937
Sujith,Oman,Premium Suite Sea View with Terrace - King Bed,2022-05-01,8,7,There are no comments available for this review,Couple,2022-05-13,Exceptional,55.9233,21.4735
Priyanka,India,Aguada Cottage Sea View - King Bed,2022-05-01,10,3,There are no comments available for this review,Couple,2022-05-09,Exceptional,78.9629,20.5937
Ruturaj,India,Deluxe Room Sea View - King Bed,2022-04-01,9,2,There are no comments available for this review,Family,2022-05-04,Exceptional,78.9629,20.5937
Prakash,India,Aguada Cottage Sea View - King Bed,2022-04-01,10,2,There are no comments available for this review,Couple,2022-05-02,Exceptional,78.9629,20.5937
Wayne,United Kingdom,Aguada Cottage Sea View - King Bed,2022-04-01,10,2,There are no comments available for this review,Couple,2022-05-02,Exceptional,-0.1276,55.3781
Natassia,India,Superior Room Garden View with Sitout - Twin Bed,2022-04-01,10,1,There are no comments available for this review,Group,2022-05-01,Exceptional,78.9629,20.5937
Kruti,India,Aguada Cottage Garden View - King Bed,2022-03-01,10,2,There are no comments available for this review,Couple,2022-04-26,Exceptional,78.9629,20.5937
Abesh,India,Deluxe Room Sea View with Sitout - King Bed,2022-04-01,10,5,There are no comments available for this review,Family,2022-04-22,Exceptional,78.9629,20.5937
Sachin,India,Aguada Cottage Sea View - King Bed,2022-04-01,10,4,There are no comments available for this review,Couple,2022-04-20,Exceptional,78.9629,20.5937
Sheeba,India,Deluxe Room Sea View with Sitout - Twin Bed,2022-04-01,10,1,There are no comments available for this review,Family,2022-04-18,Exceptional,78.9629,20.5937
Sehgal,India,Superior Room Garden View with Sitout - King Bed,2022-04-01,10,2,There are no comments available for this review,Family,2022-04-17,Exceptional,78.9629,20.5937
Nishant,India,Hermitage Villa With Garden Sitout,2022-04-01,10,2,There are no comments available for this review,Family,2022-04-17,Exceptional,78.9629,20.5937
Vikas,India,Hermitage Villa - Sea View - One Bedroom,2022-03-01,10,3,There are no comments available for this review,Family,2022-04-16,Exceptional,78.9629,20.5937
Vikas,India,Hermitage Villa - Sea View - One Bedroom,2022-03-01,10,1,There are no comments available for this review,Family,2022-04-16,Very good,78.9629,20.5937
Susritha,India,Deluxe Room Sea View - King Bed,2022-04-01,10,3,There are no comments available for this review,Family,2022-04-11,Exceptional,78.9629,20.5937
Divyanshu,India,Hermitage Villa With Garden Sitout,2022-03-01,10,1,There are no comments available for this review,Couple,2022-04-11,Exceptional,78.9629,20.5937
Rohit,India,Aguada Cottage Garden View - King Bed,2022-03-01,8,3,There are no comments available for this review,Family,2022-03-31,Exceptional,78.9629,20.5937
Tarang,India,Premium Suite Sea View with Terrace - King Bed,2022-03-01,10,3,There are no comments available for this review,Family,2022-03-28,Exceptional,78.9629,20.5937
Pritesh,India,Aguada Cottage Sea View - King Bed,2022-03-01,10,3,There are no comments available for this review,Family,2022-03-26,Superb,78.9629,20.5937
Anish,India,Superior Room Garden View with Sitout - King Bed,2022-02-01,10,4,There are no comments available for this review,Couple,2022-03-25,Exceptional,78.9629,20.5937
Raj,India,Aguada Cottage Garden View - King Bed,2022-03-01,10,4,There are no comments available for this review,Couple,2022-03-18,Superb,78.9629,20.5937
Sudhanshu,India,Aguada Cottage Garden View - King Bed,2022-03-01,9,4,There are no comments available for this review,Couple,2022-03-15,Superb,78.9629,20.5937
Deepak,India,Hermitage Villa - Sea View - One Bedroom,2022-03-01,10,8,There are no comments available for this review,Family,2022-03-13,Exceptional,78.9629,20.5937
Shravan,India,Deluxe Room Sea View with Sitout - King Bed,2022-03-01,9,5,There are no comments available for this review,Couple,2022-03-07,Exceptional,78.9629,20.5937
Arun,United Kingdom,Aguada Cottage Sea View - Twin Bed,2022-02-01,9,4,There are no comments available for this review,Family,2022-03-06,Superb,-0.1276,55.3781
Amartya,India,Deluxe Room Sea View with Sitout - King Bed,2022-03-01,10,3,There are no comments available for this review,Couple,2022-03-05,Exceptional,78.9629,20.5937
Dr,India,Superior Room Garden View with Sitout - King Bed,2022-03-01,10,1,There are no comments available for this review,Family,2022-03-04,Superb,78.9629,20.5937
Abhiroop,India,Deluxe Room Sea View with Sitout - King Bed,2022-02-01,9,2,There are no comments available for this review,Couple,2022-03-04,Superb,78.9629,20.5937
Avantika,India,Premium Suite Sea View with Terrace - King Bed,2022-03-01,10,3,There are no comments available for this review,Couple,2022-03-01,Superb,78.9629,20.5937
Hitesh,India,Superior Room Garden View with Sitout - King Bed,2022-03-01,9,3,There are no comments available for this review,Family,2022-03-01,Exceptional,78.9629,20.5937
Sudhanshu,India,Deluxe Room Sea View with Sitout - Twin Bed,2022-02-01,9,1,There are no comments available for this review,Family,2022-03-01,Exceptional,78.9629,20.5937
Anand,India,Deluxe Room Sea View with Sitout - King Bed,2022-02-01,9,2,There are no comments available for this review,Family,2022-02-22,Exceptional,78.9629,20.5937
Rajinder,India,Deluxe Room Sea View with Sitout - Twin Bed,2021-12-01,10,3,There are no comments available for this review,Family,2022-02-15,Superb,78.9629,20.5937
Prashanth,India,Aguada Cottage Garden View - King Bed,2022-02-01,10,1,There are no comments available for this review,Couple,2022-02-13,Superb,78.9629,20.5937
Iyer,India,Superior Room Garden View with Sitout - King Bed,2022-02-01,10,3,There are no comments available for this review,Couple,2022-02-10,Exceptional,78.9629,20.5937
Dinesh,India,Deluxe Room Sea View with Sitout - King Bed,2021-12-01,9,4,There are no comments available for this review,Solo traveller,2022-02-09,Exceptional,78.9629,20.5937
Mayank24,India,Aguada Cottage Sea View - King Bed,2022-01-01,9,3,There are no comments available for this review,Family,2022-02-04,Superb,78.9629,20.5937
Charuni,India,Deluxe Room Sea View with Sitout - Twin Bed,2022-01-01,10,2,There are no comments available for this review,Couple,2022-02-03,Superb,78.9629,20.5937
Ruchir,India,Superior Room Garden View with Sitout - King Bed,2022-01-01,10,2,There are no comments available for this review,Couple,2022-01-30,Superb,78.9629,20.5937
Benhur,Oman,Superior Room Garden View with Sitout - Twin Bed,2022-01-01,9,2,There are no comments available for this review,Family,2022-01-26,Superb,55.9233,21.4735
Gadre,India,Deluxe Room Sea View with Sitout - Twin Bed,2022-01-01,9,3,There are no comments available for this review,Family,2022-01-24,Exceptional,78.9629,20.5937
Francois,Switzerland,Aguada Cottage Sea View - Twin Bed,2022-01-01,9,7,There are no comments available for this review,Family,2022-01-19,Exceptional,8.2275,46.8182
Sagar,India,Premium Suite Sea View with Terrace - King Bed,2022-01-01,9,1,There are no comments available for this review,Couple,2022-01-16,Superb,78.9629,20.5937
Arvinder,India,Aguada Cottage Sea View - King Bed,2021-12-01,10,4,There are no comments available for this review,Family,2022-01-02,Exceptional,78.9629,20.5937
Mahesh,United Kingdom,Aguada Cottage Sea View - King Bed,2021-11-01,10,4,There are no comments available for this review,Group,2022-01-01,Exceptional,-0.1276,55.3781
Geetha,India,Premium Suite Sea View with Terrace - King Bed,2021-12-01,9,2,There are no comments available for this review,Family,2021-12-30,Exceptional,78.9629,20.5937
Harish,India,Aguada Cottage Garden View - King Bed,2021-12-01,10,1,There are no comments available for this review,Couple,2021-12-29,Exceptional,78.9629,20.5937
Nitin,India,Deluxe Room Sea View - King Bed,2021-12-01,10,1,There are no comments available for this review,Family,2021-12-29,Superb,78.9629,20.5937
Dr,India,Aguada Cottage Sea View - Twin Bed,2021-12-01,10,2,There are no comments available for this review,Family,2021-12-25,Exceptional,78.9629,20.5937
Shawon,India,Deluxe Room Sea View with Sitout - Twin Bed,2021-11-01,10,1,There are no comments available for this review,Family,2021-12-23,Exceptional,78.9629,20.5937
Kartik,India,Premium Suite Sea View with Terrace - King Bed,2021-12-01,9,5,There are no comments available for this review,Couple,2021-12-23,Exceptional,78.9629,20.5937
Piyush,India,Deluxe Room Sea View with Sitout - King Bed,2021-12-01,10,1,There are no comments available for this review,Family,2021-12-20,Exceptional,78.9629,20.5937
Srinivas,India,Deluxe Room Sea View with Sitout - King Bed,2021-12-01,10,2,There are no comments available for this review,Family,2021-12-19,Exceptional,78.9629,20.5937
Praveen,India,Superior Room Garden View with Sitout - King Bed,2021-12-01,10,1,There are no comments available for this review,Family,2021-12-18,Exceptional,78.9629,20.5937
Himanshu,India,Aguada Cottage Garden View - King Bed,2021-12-01,10,4,There are no comments available for this review,Family,2021-12-18,Exceptional,78.9629,20.5937
Gagandeep,India,Aguada Cottage Garden View - King Bed,2021-12-01,10,2,There are no comments available for this review,Family,2021-12-18,Very good,78.9629,20.5937
Gaurav,Singapore,Superior Room Garden View with Sitout - King Bed,2021-12-01,10,2,There are no comments available for this review,Couple,2021-12-17,Exceptional,103.8198,1.3521
Animesh,India,Hermitage Villa With Garden Sitout,2021-12-01,10,2,There are no comments available for this review,Family,2021-12-16,Exceptional,78.9629,20.5937
Varun,India,Deluxe Room Sea View - King Bed,2021-12-01,8,3,There are no comments available for this review,Couple,2021-12-16,Exceptional,78.9629,20.5937
Sahil,India,Superior Room Garden View with Sitout - King Bed,2021-11-01,10,1,There are no comments available for this review,Family,2021-12-11,Exceptional,78.9629,20.5937
Dheeraj,India,Deluxe Room Sea View with Sitout - King Bed,2021-11-01,10,1,There are no comments available for this review,Family,2021-12-10,Exceptional,78.9629,20.5937
Jeet,India,Deluxe Room Sea View - King Bed,2021-12-01,10,3,There are no comments available for this review,Couple,2021-12-10,Superb,78.9629,20.5937
Sunny,United Kingdom,Deluxe Room Sea View - King Bed,2021-12-01,10,2,There are no comments available for this review,Family,2021-12-08,Exceptional,-0.1276,55.3781
Amit,India,Deluxe Room Sea View - Twin Bed,2021-11-01,10,3,There are no comments available for this review,Family,2021-12-04,Exceptional,78.9629,20.5937
Dwarkanath,India,Deluxe Room Sea View with Sitout - King Bed,2021-12-01,9,3,There are no comments available for this review,Family,2021-12-04,Superb,78.9629,20.5937
Vibhas,India,Deluxe Room Sea View - King Bed,2021-11-01,10,1,There are no comments available for this review,Family,2021-12-03,Exceptional,78.9629,20.5937
Arunim,India,Superior Room Garden View with Sitout - King Bed,2021-11-01,10,1,There are no comments available for this review,Family,2021-12-02,Exceptional,78.9629,20.5937
Manish,United States,Deluxe Room Sea View - King Bed,2021-11-01,9,4,There are no comments available for this review,Couple,2021-11-30,Superb,-95.7129,37.0902
Bisht,India,Aguada Cottage Sea View - King Bed,2021-11-01,10,5,There are no comments available for this review,Family,2021-11-27,Superb,78.9629,20.5937
Ravi,United Kingdom,Superior Room Garden View with Sitout - King Bed,2021-11-01,10,1,There are no comments available for this review,Couple,2021-11-24,Exceptional,-0.1276,55.3781
Sidhartha,Thailand,Aguada Cottage Garden View - King Bed,2021-11-01,9,3,There are no comments available for this review,Group,2021-11-24,Exceptional,100.9925,15.87
Amit,India,Deluxe Room Sea View - King Bed,2021-11-01,9,3,There are no comments available for this review,Couple,2021-11-23,Superb,78.9629,20.5937
Trisha,India,Superior Room Garden View with Sitout - King Bed,2021-11-01,10,1,There are no comments available for this review,Couple,2021-11-19,Exceptional,78.9629,20.5937
Amarnath,India,Superior Room Garden View with Sitout - Twin Bed,2021-10-01,10,3,There are no comments available for this review,Couple,2021-11-17,Superb,78.9629,20.5937
Kunal,India,Deluxe Room Sea View - King Bed,2021-09-01,9,1,There are no comments available for this review,Family,2021-11-16,Exceptional,78.9629,20.5937
Gaurav,United States,Aguada Cottage Sea View - King Bed,2021-09-01,10,2,There are no comments available for this review,Couple,2021-11-14,Exceptional,-95.7129,37.0902
Roji,India,Hermitage Villa With Garden Sitout,2021-10-01,9,4,There are no comments available for this review,Family,2021-11-08,Superb,78.9629,20.5937
Amith,India,Deluxe Room Sea View - King Bed,2021-10-01,10,3,There are no comments available for this review,Family,2021-11-08,Superb,78.9629,20.5937
Srijesh,India,Aguada Cottage Garden View - King Bed,2021-11-01,10,4,There are no comments available for this review,Solo traveller,2021-11-07,Exceptional,78.9629,20.5937
Ashwani,United Arab Emirates,Aguada Cottage Sea View - Twin Bed,2021-11-01,9,4,There are no comments available for this review,Family,2021-11-06,Exceptional,55.2962,23.4241
Samir,India,Superior Room Garden View with Sitout - King Bed,2021-08-01,9,1,There are no comments available for this review,Couple,2021-11-05,Very good,78.9629,20.5937
Akshat,India,Aguada Cottage Sea View - King Bed,2021-10-01,10,3,There are no comments available for this review,Couple,2021-11-02,Exceptional,78.9629,20.5937
Gursimranjeet,India,Deluxe Room Sea View - King Bed,2021-10-01,10,1,There are no comments available for this review,Solo traveller,2021-10-27,Superb,78.9629,20.5937
Aakanksh,India,Superior Room Garden View with Sitout - King Bed,2021-10-01,8,1,There are no comments available for this review,Couple,2021-10-22,Exceptional,78.9629,20.5937
Soma,India,Superior Room Garden View with Sitout - King Bed,2021-10-01,10,3,There are no comments available for this review,Family,2021-10-22,Superb,78.9629,20.5937
Raj,India,Aguada Cottage Sea View - King Bed,2021-09-01,9,3,There are no comments available for this review,Family,2021-10-18,Superb,78.9629,20.5937
Aditya,India,Deluxe Room Sea View - King Bed,2021-09-01,10,3,There are no comments available for this review,Family,2021-10-18,Very good,78.9629,20.5937
Sathwik,India,Aguada Cottage Garden View - King Bed,2021-09-01,9,3,There are no comments available for this review,Couple,2021-10-17,Exceptional,78.9629,20.5937
Mohamed,India,Deluxe Room Sea View with Sitout - King Bed,2021-10-01,9,2,There are no comments available for this review,Family,2021-10-16,Excellent stay,78.9629,20.5937
Vikas,India,Premium Suite Sea View with Terrace - King Bed,2021-10-01,8,4,There are no comments available for this review,Family,2021-10-10,Exceptional,78.9629,20.5937
Richa,India,Deluxe Room Sea View with Sitout - King Bed,2021-09-01,10,2,There are no comments available for this review,Family,2021-09-28,Exceptional,78.9629,20.5937
Anjula,India,Aguada Cottage Sea View - King Bed,2021-09-01,9,3,There are no comments available for this review,Couple,2021-09-28,Exceptional,78.9629,20.5937
Nimish,India,Superior Room Garden View with Sitout - Twin Bed,2021-09-01,10,2,There are no comments available for this review,Family,2021-09-22,Superb,78.9629,20.5937
Abhishek,India,Superior Room Garden View with Sitout - King Bed,2021-07-01,10,3,There are no comments available for this review,Couple,2021-09-20,Exceptional,78.9629,20.5937
Balakrishnan,India,Superior Room Garden View with Sitout - King Bed,2021-09-01,10,3,There are no comments available for this review,Family,2021-09-19,Exceptional,78.9629,20.5937
Kriti,India,Aguada Cottage Sea View - King Bed,2021-08-01,9,3,There are no comments available for this review,Couple,2021-09-18,Exceptional,78.9629,20.5937
Amna,India,Superior Room Garden View with Sitout - Twin Bed,2021-09-01,10,1,There are no comments available for this review,Family,2021-09-15,Exceptional,78.9629,20.5937
Varun,India,Aguada Cottage Garden View - King Bed,2021-09-01,10,3,There are no comments available for this review,Couple,2021-09-13,Superb,78.9629,20.5937
Bhagat,India,Deluxe Room Sea View - King Bed,2021-09-01,10,4,There are no comments available for this review,Couple,2021-09-09,Superb,78.9629,20.5937
Abhey,India,Deluxe Room Sea View - King Bed,2021-09-01,10,1,There are no comments available for this review,Couple,2021-09-08,Exceptional,78.9629,20.5937
Alby,India,Premium Suite Sea View with Terrace - King Bed,2021-08-01,9,5,There are no comments available for this review,Family,2021-09-07,Very good,78.9629,20.5937
Manish1c,India,Deluxe Room Sea View with Sitout - King Bed,2021-09-01,9,3,There are no comments available for this review,Couple,2021-09-07,Exceptional,78.9629,20.5937
Kaushal,India,Deluxe Room Sea View - King Bed,2021-09-01,10,6,There are no comments available for this review,Couple,2021-09-07,Exceptional,78.9629,20.5937
Prashant,United Kingdom,Aguada Cottage Garden View - King Bed,2021-09-01,8,3,There are no comments available for this review,Family,2021-09-05,Exceptional,-0.1276,55.3781
Vaibhav,India,Superior Room Garden View with Sitout - King Bed,2021-08-01,10,1,There are no comments available for this review,Solo traveller,2021-09-03,Superb,78.9629,20.5937
Harsh,India,Hermitage Villa With Garden Sitout,2021-08-01,10,3,There are no comments available for this review,Group,2021-08-31,Exceptional,78.9629,20.5937
Sunil,India,Deluxe Room Sea View with Sitout - King Bed,2021-08-01,10,5,There are no comments available for this review,Couple,2021-08-30,Exceptional,78.9629,20.5937
Sundar,India,Deluxe Room Sea View - King Bed,2021-08-01,9,2,There are no comments available for this review,Couple,2021-08-30,Exceptional,78.9629,20.5937
Udit,India,Aguada Cottage Garden View - King Bed,2021-08-01,10,2,There are no comments available for this review,Couple,2021-08-27,Exceptional,78.9629,20.5937
Prathamesh,India,Deluxe Room Sea View - King Bed,2021-08-01,10,3,There are no comments available for this review,Couple,2021-08-23,Superb,78.9629,20.5937
Shazia,India,Aguada Cottage Sea View - Twin Bed,2021-08-01,10,2,There are no comments available for this review,Family,2021-08-19,Exceptional,78.9629,20.5937
Deepak,India,Superior Room Garden View with Sitout - Twin Bed,2021-08-01,10,4,There are no comments available for this review,Couple,2021-08-16,Exceptional,78.9629,20.5937
Geethika,India,Deluxe Room Sea View with Sitout - King Bed,2021-08-01,9,3,There are no comments available for this review,Group,2021-08-12,Superb,78.9629,20.5937
Rajkumar,India,Superior Room Garden View with Sitout - King Bed,2021-08-01,10,4,There are no comments available for this review,Couple,2021-08-11,Exceptional,78.9629,20.5937
Shyam,India,Premium Suite Sea View with Terrace - King Bed,2021-08-01,10,1,There are no comments available for this review,Couple,2021-08-08,Exceptional,78.9629,20.5937
Shyam,India,Hermitage Villa - Sea View - One Bedroom,2021-08-01,9,2,There are no comments available for this review,Couple,2021-08-08,Superb,78.9629,20.5937
Disha,India,Deluxe Room Sea View with Sitout - Twin Bed,2021-07-01,10,3,There are no comments available for this review,Family,2021-08-08,Exceptional,78.9629,20.5937
Manan,India,Superior Room Garden View with Sitout - King Bed,2021-08-01,10,3,There are no comments available for this review,Family,2021-08-07,Best place to stay in Goa!,78.9629,20.5937
Hardik,India,Deluxe Room Sea View - King Bed,2021-07-01,9,1,There are no comments available for this review,Couple,2021-08-06,Very good,78.9629,20.5937
Vikram,India,Aguada Cottage Sea View - King Bed,2021-07-01,10,2,There are no comments available for this review,Couple,2021-08-06,Exceptional,78.9629,20.5937
Ayush,India,Aguada Cottage Garden View - King Bed,2021-08-01,10,3,There are no comments available for this review,Couple,2021-08-02,Exceptional,78.9629,20.5937
Akash,India,Superior Room Garden View with Sitout - Twin Bed,2021-08-01,8,3,There are no comments available for this review,Family,2021-08-02,Exceptional,78.9629,20.5937
Vishal,India,Superior Room Garden View with Sitout - King Bed,2021-07-01,10,1,There are no comments available for this review,Couple,2021-07-23,Superb,78.9629,20.5937
Aditya,India,Aguada Cottage Sea View - Twin Bed,2021-07-01,10,3,There are no comments available for this review,Couple,2021-07-23,Superb,78.9629,20.5937
Rahul,India,Superior Room Garden View with Sitout - King Bed,2021-07-01,10,4,There are no comments available for this review,Family,2021-07-21,Exceptional,78.9629,20.5937
Sriram,India,Aguada Cottage Sea View - King Bed,2021-07-01,9,3,There are no comments available for this review,Family,2021-07-17,Exceptional,78.9629,20.5937
Aadit,India,Deluxe Room Sea View - King Bed,2021-07-01,9,3,There are no comments available for this review,Couple,2021-07-14,Exceptional,78.9629,20.5937
Dr,India,Deluxe Room Sea View with Sitout - Twin Bed,2021-07-01,10,5,There are no comments available for this review,Family,2021-07-09,Exceptional,78.9629,20.5937
Akshat,India,Deluxe Room Sea View - Twin Bed,2021-07-01,10,2,There are no comments available for this review,Family,2021-07-09,Very good,78.9629,20.5937
Alpesh,India,Aguada Cottage Sea View - King Bed,2021-04-01,10,3,There are no comments available for this review,Family,2021-06-29,Our stay in Taj Aguada was wonderful .Our experience was elevated by your amazing and courteous staff .Would like to add,78.9629,20.5937
Rohit,India,Aguada Cottage Garden View - Twin Bed,2021-04-01,10,3,There are no comments available for this review,Family,2021-06-22,Very good,78.9629,20.5937
Jatinder,Australia,Premium Suite Sea View with Terrace - King Bed,2024-04-01,8,3,There are no comments available for this review,Group,2024-04-20,Superb,133.7751,-25.2744
Divya,India,Superior Room Garden View with Sitout - Twin Bed,2024-04-01,10,3,There are no comments available for this review,Family,2024-04-20,Exceptional,78.9629,20.5937
Sharma,India,Deluxe Room Sea View - King Bed,2024-03-01,8,2,There are no comments available for this review,Couple,2024-04-08,Very good,78.9629,20.5937
Nishant,India,Superior Room Garden View with Sitout - Twin Bed,2024-04-01,9,1,There are no comments available for this review,Family,2024-04-01,Very good,78.9629,20.5937
Mohitsharmakaya,India,Hermitage Villa With Garden Sitout,2024-02-01,10,1,There are no comments available for this review,Family,2024-02-24,Very good,78.9629,20.5937
Gautam,India,Deluxe Room Sea View - Twin Bed,2024-02-01,8,3,There are no comments available for this review,Solo traveller,2024-02-15,Superb,78.9629,20.5937
Sachdev,India,Superior Room Garden View with Sitout - Twin Bed,2024-01-01,8,4,There are no comments available for this review,Couple,2024-02-03,Very good,78.9629,20.5937
Saneer,United Arab Emirates,Hermitage Villa With Garden Sitout,2024-01-01,8,2,There are no comments available for this review,Group,2024-02-02,Superb,55.2962,23.4241
Sonia,United Arab Emirates,Aguada Cottage Garden View - King Bed,2024-01-01,9,2,There are no comments available for this review,Couple,2024-01-20,Very good,55.2962,23.4241
Abhijit,India,Deluxe Room Sea View - King Bed,2023-12-01,8,1,There are no comments available for this review,Family,2024-01-16,Very good,78.9629,20.5937
Akash,India,Deluxe Room Sea View - King Bed,2023-12-01,9,2,There are no comments available for this review,Couple,2023-12-24,Superb,78.9629,20.5937
Gaurav,India,Aguada Cottage Garden View - King Bed,2023-10-01,8,2,There are no comments available for this review,Couple,2023-10-29,Very good,78.9629,20.5937
Shobha,India,Aguada Cottage Sea View - Twin Bed,2023-09-01,8,1,There are no comments available for this review,Couple,2023-10-28,Very good,78.9629,20.5937
Kiran,India,Deluxe Room Sea View - King Bed,2023-10-01,9,2,There are no comments available for this review,Family,2023-10-25,Exceptional,78.9629,20.5937
Gaurav,India,Deluxe Room Sea View with Sitout - King Bed,2023-09-01,8,1,There are no comments available for this review,Family,2023-09-29,Very good,78.9629,20.5937
Manoj,India,Aguada Cottage Garden View - King Bed,2023-08-01,8,4,There are no comments available for this review,Group,2023-09-01,Very good,78.9629,20.5937
Mohit,India,Superior Room Garden View with Sitout - Twin Bed,2023-07-01,10,4,There are no comments available for this review,Family,2023-09-01,Exceptional,78.9629,20.5937
Kira,India,Deluxe Room Sea View with Sitout - King Bed,2023-08-01,8,2,There are no comments available for this review,Couple,2023-08-29,Very good,78.9629,20.5937
Shubham,India,Superior Room Garden View with Sitout - King Bed,2023-08-01,8,1,There are no comments available for this review,Couple,2023-08-23,Very good,78.9629,20.5937
Kamlesh,India,Superior Room Garden View with Sitout - King Bed,2023-08-01,10,2,There are no comments available for this review,Family,2023-08-15,Superb,78.9629,20.5937
Suryanarayanan,India,Aguada Cottage Garden View - King Bed,2023-07-01,8,2,There are no comments available for this review,Group,2023-07-31,Very good,78.9629,20.5937
Shaik,Saudi Arabia,Deluxe Room Sea View - King Bed,2023-06-01,8,2,There are no comments available for this review,Couple,2023-07-10,Superb,45.0792,23.8859
Neeta,India,Premium Suite Sea View with Terrace - King Bed,2023-06-01,9,3,There are no comments available for this review,Family,2023-06-05,Very good,78.9629,20.5937
Gaurav,India,Superior Room Garden View with Sitout - King Bed,2023-04-01,8,1,There are no comments available for this review,Group,2023-05-11,Superb,78.9629,20.5937
Rahul,India,Deluxe Room Sea View - King Bed,2023-05-01,9,4,There are no comments available for this review,Family,2023-05-08,Superb,78.9629,20.5937
Elena,Switzerland,Aguada Cottage Sea View - King Bed,2023-04-01,8,6,There are no comments available for this review,Family,2023-05-07,Very good,8.2275,46.8182
Abhijeet,India,Superior Room Garden View with Sitout - King Bed,2023-05-01,9,2,There are no comments available for this review,Family,2023-05-04,Superb,78.9629,20.5937
Sharma,India,Premium Suite Sea View with Terrace - King Bed,2023-03-01,9,1,There are no comments available for this review,Family,2023-03-28,Superb,78.9629,20.5937
Mandeep,India,Superior Room Garden View with Sitout - King Bed,2023-03-01,8,2,There are no comments available for this review,Family,2023-03-11,Very good,78.9629,20.5937
